#IC86events[1/year]	sigpSI[pb]	sigpSD[pb]	sig*v[cm^3/s]	mdm[GeV]	DM[Fermion|Scalar]
1.3901e+01 3.7727e-09 9.3194e-05 1.8650e-26 2.3559e+02 F
8.0361e-12 3.8473e-15 1.8947e-12 9.7768e-27 1.0274e+03 F
2.3118e+00 1.0495e-09 6.3162e-06 8.5604e-27 2.8948e+02 F
1.5126e+01 3.4866e-09 1.2914e-04 1.9217e-26 2.0341e+02 F
9.8746e-25 3.3525e-22 2.9390e-18 7.5947e-27 1.1670e+03 F
7.3065e-10 1.0961e-14 7.4092e-11 7.8392e-27 1.1485e+03 F
2.8603e-10 2.1584e-14 0.0000e+00 6.6255e-26 1.7073e+03 S
4.1800e+01 1.5145e-08 2.6126e-03 4.7177e-28 7.4312e+01 F
1.3159e+02 3.7653e-09 5.1538e-04 1.6669e-26 1.2393e+02 F
1.8968e-03 1.1699e-10 0.0000e+00 4.8075e-26 2.1453e+03 S
1.2392e+01 3.0472e-08 9.6178e-04 1.7452e-28 6.4925e+01 F
5.9271e-04 4.4775e-11 0.0000e+00 5.7478e-26 1.8839e+03 S
3.4952e+02 1.0353e-08 3.4443e-03 3.2432e-27 9.0500e+01 F
6.7558e-04 2.3263e-11 4.4283e-08 9.0944e-27 1.0680e+03 F
9.4574e-05 3.9031e-12 0.0000e+00 2.1897e-25 9.3295e+02 S
